Follow-up ID,Parent ID,HMG Contact,Referral Date,Referral,Notes,Why Follow-up,Follow-up Date,Done,Result,Child ID
3345,2309,RachelP,2012-12-14,Interoffice,grant and doc info; ASQ online? Communication concerns?,Update Family Information,2012-12-20,1,Complete,
3346,2310,RachelP,2012-12-14,Interoffice,grant and doc info,Update Family Information,2013-01-15,1,Client cannot be reached,
3347,2311,RachelP,2012-12-14,Interoffice,grant and doc info; concerns? Too old for ASQ,Update Family Information,2013-01-18,1,Complete,
3348,2312,RachelP,2012-12-12,Interoffice,grant and doc info; ASQ online? Other concerns?,Update Family Information,2013-01-16,1,Complete,
3349,2313,LauraW,2012-12-14,Interoffice,"insurance, doc, race and ASQ online? Info/ Called Three times/ Close file next week if no contact",Update Family Information,2013-04-02,1,,
3352,2291,DeborahW,2012-12-14,Family Support and Treatment  801-229-1181,,Connected?,2013-03-01,1,Left message,
3353,2291,DeborahW,2012-12-14,Provo School District  801-374-4840,,Connected?,2013-03-01,1,Left message,
3357,2101,RachelP,2012-12-17,WIC Provo 801-851-7300,emailed with questions about WIC,Connected?,2012-12-17,1,Left Message,
3362,2186,RachelP,2012-12-17,Interoffice,emailed her asking about her ped.,Update Family Information,2012-12-17,1,Left Message,
3364,2021,RobinL,2012-06-25,Interoffice,Reassess family needs after Jacob returns from hospital (heart surgery),Still interested?,2013-01-05,1,Left Message,
3367,1770,MeganT,2013-05-16,Interoffice,doc and insurance info---could not reach client,Update Family Information,2013-05-16,1,,
3369,1990,RachelP,2012-12-18,Interoffice,emailed her these questions,Update Family Information,2012-12-18,1,Left Message,
3371,2159,RachelP,2012-12-19,Grandfamilies of Utah County  (801) 373-4765,,Connected?,2012-12-19,1,Left Message,
3378,2315,AndreaR,2012-12-20,Interoffice,grant & doc info.; baby's info; just ASQ for baby? Or referrals too?,Update Family Information,2013-02-16,1,No response from family,
3379,2315,RachelP,2012-12-20,Interoffice,,Update Family Information,2012-12-20,1,Left Message,
3381,2303,RachelP,2012-12-20,Interoffice,emailed her these questions,Update Family Information,2012-12-20,1,Left Message,
3382,2316,RachelP,2012-12-20,Interoffice,figure out what we can do for them; send activities,Update Family Information,2013-01-18,1,Complete,
3383,2317,RachelP,2012-12-20,Interoffice,Do NOT FAX to DOC.,Update Family Information,2012-12-20,1,Complete,
3384,2317,RachelP,2012-12-20,Interoffice,emailed,Send Welcome Letter,2012-12-20,1,Complete,
3386,2302,RachelP,2012-12-20,Interoffice,,Update Family Information,2012-12-20,1,Left Message,
3387,2302,RachelP,2012-12-20,Interoffice,mailed and emailed,Send Welcome Letter,2012-12-20,1,Complete,
3389,2299,RachelP,2012-12-20,Interoffice,,Update Family Information,2012-12-20,1,Left Message,
3391,2306,RachelP,2012-12-20,Interoffice,,Update Family Information,2012-12-20,1,Left Message,
3392,2306,RachelP,2012-12-20,Interoffice,,Send Welcome Letter,2012-12-20,1,Complete,
3393,2298,RachelP,2012-12-20,Interoffice,,Update Family Information,2012-12-20,1,Left Message,
3396,2296,RachelP,2012-12-20,Interoffice,emailed and mailed,Send Welcome Letter,2012-12-20,1,Complete,
3398,2295,RachelP,2012-12-20,Interoffice,,Update Family Information,2012-12-20,1,Left Message,
3401,2293,RachelP,2012-12-20,Interoffice,,Update Family Information,2012-12-20,1,Left Message,
3402,2292,RachelP,2012-12-20,Interoffice,,Update Family Information,2012-12-20,1,Left Message,
3404,2310,RachelP,2012-12-20,Interoffice,,Update Family Information,2012-12-20,1,Left Message,
3405,2310,RachelP,2012-12-20,Interoffice,,Send Welcome Letter,2012-12-20,1,Complete,
3406,2311,AndreaR,2012-12-20,Interoffice,,Update Family Information,2012-12-20,1,Left Message,
3408,1628,RachelP,2012-12-21,Interoffice,grant and doc info; ASQ online?,Update Family Information,2013-01-17,1,Complete,
3410,1628,RachelP,2012-12-21,Interoffice,,Update Family Information,2012-12-21,1,Left Message,
3411,2319,RachelP,2012-12-21,Interoffice,grant and doc info; ASQ online?,Update Family Information,2012-12-21,1,Complete,
3412,2319,RachelP,2012-12-21,Interoffice,,Send Welcome Letter,2012-12-21,1,Complete,
3413,2319,RachelP,2012-12-21,Interoffice,,Update Family Information,2012-12-21,1,Left Message,
3414,2320,RachelP,2012-12-21,Interoffice,grant and doc info; ASQ online?; Mom was busy when I called you I emailed her information about our program that she said she would look at,Update Family Information,2013-01-17,1,Left Message,
3415,2320,RachelP,2012-12-21,Interoffice,emailed,Send Welcome Letter,2012-12-21,1,Complete,
3416,2320,RachelP,2012-12-21,Interoffice,,Update Family Information,2012-12-21,1,Left Message,
3417,2321,RachelP,2012-12-21,Interoffice,,Update Family Information,2012-12-21,1,Complete,
3419,2322,RachelP,2012-12-21,Interoffice,grant and doc info,Update Family Information,2013-01-17,1,Left Message,
3420,2322,RachelP,2012-12-21,Interoffice,,Update Family Information,2012-12-21,1,Left Message,
3421,2322,RachelP,2012-12-21,Interoffice,,Send Welcome Letter,2012-12-21,1,Complete,
3422,2323,RachelP,2012-12-21,Interoffice,grant and doc info; ASQ online?,Update Family Information,2013-01-02,1,Complete,
3423,2324,RachelP,2012-12-21,Interoffice,grant and doc info; ASQ online?,Update Family Information,2013-01-02,1,Complete,
3424,2325,RachelP,2012-12-21,Interoffice,grant & doc info,Update Family Information,2013-02-07,1,Complete,
3425,2326,AndreaR,2012-12-21,Interoffice,grant and doc info; ASQ online asked to call back Monday at 11,Update Family Information,2013-02-11,1,Received service,
3427,1555,RachelP,2012-12-27,Interoffice,phone still not working,Update Family Information,2012-12-27,1,Client cannot be reached,
3428,2220,RachelP,2012-12-27,Interoffice,emailed questions,Update Family Information,2012-12-27,1,Left Message,
3429,1837,RachelP,2012-12-27,Interoffice,emailed questions,Update Family Information,2012-12-27,1,Left Message,
3430,2327,RobinL,2012-12-17,Interoffice,"left message with sister, gave cell and office phones",Update Family Information,2013-01-02,1,Left Message,
3431,2290,RachelP,2012-12-27,Interoffice,introduce HMG; received info from S4S; how can we help you?,Update Family Information,2013-01-17,1,Complete,
3432,2327,RobinL,2012-12-31,Interoffice,,Update Family Information,2013-01-02,1,Left Message,
3433,2290,RachelP,2012-12-27,Interoffice,left vm in spanish,Update Family Information,2012-12-27,1,Left Message,
3434,2054,AndreaR,2012-12-27,Interoffice,grant and doc info,Update Family Information,2013-04-01,1,No follow through by client,
3435,2054,RachelP,2012-12-27,Interoffice,emailed questions,Update Family Information,2012-12-27,1,Left Message,
3436,2003,RachelP,2012-12-27,Interoffice,classes/articles about raising twins when only one has a disability; I couldn't find anything 1/3/13 RP,Research,2013-01-03,1,Complete,
3437,1921,RachelP,2012-12-27,Interoffice,called to Antonio on the phone; he said he was still interested,Still interested?,2012-12-27,1,Complete,
3438,2000,RachelP,2012-12-27,Interoffice,Kristen emailed me back; doc. name was wrong; ask for correct doctor; (she had origianlly said Dr. Lostus at Wasatch Health and I just kind of guessed; I can't find someone by that name or location),Update Family Information,2012-12-28,1,Complete,
3439,2000,RachelP,2012-12-27,Interoffice,emailed,Update Family Information,2012-12-27,1,Left Message,
3441,1844,RachelP,2012-12-27,Interoffice,insurance and doc info,Update Family Information,2012-12-28,1,Complete,
3442,1844,RachelP,2012-12-27,Interoffice,emailed questions,Update Family Information,2012-12-27,1,Left Message,
3443,2328,AndreaR,2012-12-31,Interoffice,how did you hear about us? (just fill out ASQ online); grant and doc info,Update Family Information,2013-03-12,1,Complete,
3444,2329,RobinL,2012-12-31,Interoffice,Referred from Bishop for ASQ screening,Update Family Information,2013-01-02,1,Left Message,
3445,2328,RachelP,2012-12-31,Interoffice,,Send Welcome Letter,2013-01-04,1,Complete,
3446,2089,RachelP,2012-12-31,Interoffice,verify address; ASQ came back; left vm and emailed 1/16/13,Update Family Information,2013-01-16,1,Left Message,
3450,2325,RachelP,2013-01-02,Interoffice,no vm,Update Family Information,2013-01-02,1,Client cannot be reached,
3452,2329,RobinL,2012-12-31,Interoffice,"spoke w/sister; very interested in ASQ, wants call-back tomorrow",Update Family Information,2013-01-07,1,Left Message,
3453,2151,BarbaraL,2013-01-03,Interoffice,Check to see if has a job and will be using EHS. 1/22 came and mom did not have a job. BL,Connected?,2013-01-15,1,Child situation changed,
3459,2328,RachelP,2013-01-04,Interoffice,emailed her these questions; phone is a Google voice #,Update Family Information,2013-01-04,1,Left Message,
3462,1566,RachelP,2013-01-04,Interoffice,moving to Bountiful; call for new address then mail next ASQ,Update Family Information,2013-02-04,1,Complete,
3463,2326,RachelP,2013-01-04,Interoffice,vm not set-up,Update Family Information,2013-01-04,1,Client cannot be reached,
3464,2312,RachelP,2013-01-04,Interoffice,,Update Family Information,2013-01-04,1,Left Message,
3465,1258,BarbaraL,2013-01-03,Interoffice,Stephanie and Tim's second son Joshua Kent passed away on 2/13/2013 at 2.5 months with congenital heart failure. Robin and Barb to call and visit family,Other,2013-03-15,1,Complete,
3466,2042,RachelP,2013-01-04,Interoffice,emailed question; left vm,Update Family Information,2013-01-04,1,Left Message,
3467,2327,RobinL,2012-12-17,Interoffice,"Sent program info , enrollment bn   + return envelope",Still interested?,2013-01-07,1,Parent Pending,
3468,2329,RobinL,2012-12-31,Interoffice,"Mailed enrollment form, survey link",Update Family Information,2013-01-08,1,No response,
3469,2021,RobinL,2012-06-25,Interoffice,Reassess family needs after jacob returns from hospital (heart surgery),Still interested?,2013-01-14,1,Left Message,
3471,1736,RobinL,2012-02-28,"Utah Parent Center 801 272 1051, 800 468 1160",Suggested parent mentor (with more than 1 child with delays),Connected?,2013-01-08,1,Information received by client,
3472,2333,LauraW,2013-01-10,Interoffice,"Get Red box, pediatrician info, info on Chloee",Update Family Information,2013-01-14,1,Complete,
3475,2313,LauraW,2012-12-14,Interoffice,Called Three times,Update Family Information,2012-12-14,1,Left Message,
3477,2336,LauraW,2013-01-10,Interoffice,,Update Family Information,2013-01-14,1,Complete,
3479,2338,RachelP,2013-01-14,Interoffice,how did you hear about us? Grant and doc info?,Update Family Information,2013-01-25,1,Complete,
3481,2339,RachelP,2013-01-14,Interoffice,behavioral resources for a 8 yr. old,Research,2013-01-23,1,Complete,
3482,2274,RachelP,2012-11-20,Interoffice,enrollment form received?,Verify Improvement,2013-01-18,1,Complete,
3485,2341,RachelP,2013-01-15,Interoffice,"Need to ask: insurance info, Doctor Info, and permission to fax info to Dr. Also, I didn't tell her about the option to access the ASQ online,",Send Welcome Letter,2013-01-23,1,Complete,
3486,2342,RachelP,2013-01-15,Interoffice,"Need to ask: Permission to fax to Dr, Insurance info, Dr info, and how to best contact/ permission to send link online. Also,  see notes above.",Update Family Information,2013-02-07,1,Complete,
3489,2343,AndreaR,2013-01-15,Interoffice,"race, ethnicity, health insurance, and insurance notes",Update Family Information,2013-07-15,0,,
3490,1732,AndreaR,2013-01-15,Interoffice,Insurance and Doc info,Update Family Information,2013-02-07,1,Left Message,
3491,2334,RobinL,2013-01-15,Website,various websites given for attachment disorder info; told mom her symptoms may not be a disorder but eval is needed,Connected?,2013-01-30,1,Solved own problem,
3498,2338,RachelP,2013-01-15,Interoffice,,Update Family Information,2013-01-16,1,Client cannot be reached,
3502,2292,RachelP,2013-01-16,Lehi Legacy Center 801-768-7124,left vm and emailed,Connected?,2013-02-07,1,Outcome unknown,
3503,2292,RachelP,2013-01-16,Nebo School District  801-354-7400,left vm and emailed,Connected?,2013-02-07,1,Outcome unknown,
3508,2312,AndreaR,2013-01-16,Kids on the Move  801-221-9930 (Eileen Chamberlain),Conscious Fathering class,Connected?,2013-05-24,1,,
3509,2312,AndreaR,2013-01-16,"USU Extension  801-851-8479, 800-662-4245",Step Family Classes,Connected?,2013-05-24,1,,
3510,2315,RachelP,2013-01-16,Interoffice,,Update Family Information,2013-01-16,1,Left Message,
3514,2302,RachelP,2013-01-17,Interoffice,,Update Family Information,2013-01-17,1,Left Message,
3516,2302,RachelP,2013-01-17,"USU Extension  801-851-8479, 800-662-4245",,Connected?,2013-02-14,1,No response from family,
3517,2299,RachelP,2013-01-17,Interoffice,,Update Family Information,2013-01-17,1,Left Message,
3518,2346,LauraW,2013-01-17,Interoffice,,Update Family Information,2013-01-17,1,Complete,
3520,2345,JorgeJ,2013-01-17,Interoffice,"Marisol's last name, insurance, Doctor's name,",Update Family Information,2013-01-22,1,Complete,
3522,2333,LauraW,2013-01-18,Interoffice,Mother is interested in more information on Hortical Displasia and Chip,Research,2013-01-23,1,Complete,
3523,1628,AndreaR,2013-01-17,Interoffice,verify address; letter came back to us,Update Family Information,2013-03-25,1,Complete,
3528,2347,RachelP,2013-01-18,Interoffice,grant and doc. info?  ASQ online?  Concern about feeding/development?,Update Family Information,2013-01-23,1,Complete,
3530,2349,RachelP,2013-01-18,Interoffice,Need Dr. info/insurance info if they are further interested after receiving info in mail,Update Family Information,2013-02-13,1,No response from family,
3531,2350,MeganT,2012-01-18,Interoffice,"Need Dr info, permission to send, +See above",Update Family Information,2013-05-06,1,,
3533,2352,RachelP,2013-01-18,Interoffice,grant/doc? ASQ online?  Older child info.,Update Family Information,2013-02-07,1,Complete,
3534,2352,RachelP,2013-01-18,Interoffice,,Update Family Information,2013-01-18,1,Left Message,
3535,2353,AndreaR,2013-01-18,Interoffice,if no response close file,Update Family Information,2013-02-18,1,Left Message,
3536,2353,RachelP,2013-01-18,Interoffice,no vm; just gets really fuzzy,Update Family Information,2013-01-18,1,Client cannot be reached,
3542,2357,MeganT,2013-01-22,Interoffice,Fax? Dr. info? Best time?,Update Family Information,2013-08-19,0,,
3543,2329,RobinL,2012-12-31,Interoffice,Attempt home visit,Update Family Information,2013-01-22,1,No response,
3544,2021,RobinL,2012-06-25,Interoffice,"Phone reconnected, LM re: followup with Jacob's heart surgery",Still interested?,2013-02-22,1,Received service,
3548,2342,RachelP,2013-01-23,Utah County Health Department  801-851-7000,"Amber liked the list, but not sure if she will contact any of them.",Connected?,2013-02-07,1,Received service,
